id,Date,GE,KO,GOOGL,AAPL,MSFT,AMZN,NVDA,AVGO,COST,META,NFLX,PEP,TSLA,PG,CL,XOM,IBM
3032,05-29-1984,5.3,1.13,,0.13,,,,,3.43,,,2.24,,2.95,1.39,5.17,25.46
3033,05-30-1984,5.4,1.14,,0.13,,,,,3.68,,,2.24,,3.03,1.38,5.05,25.61
3034,05-31-1984,5.52,1.15,,0.14,,,,,3.82,,,2.25,,3.06,1.37,4.98,25.73
3035,06-01-1984,5.53,1.16,,0.13,,,,,3.81,,,2.3,,3.13,1.43,5.06,25.76
3036,06-04-1984,5.56,1.15,,0.12,,,,,3.85,,,2.33,,3.16,1.45,5.08,25.85
3037,06-05-1984,5.52,1.16,,0.13,,,,,3.84,,,2.35,,3.18,1.45,5.02,25.16
3038,06-06-1984,5.53,1.18,,0.13,,,,,3.94,,,2.35,,3.23,1.45,5.06,25.25
3039,06-07-1984,5.56,1.19,,0.13,,,,,4,,,2.36,,3.21,1.51,5.05,25.22
3040,06-08-1984,5.55,1.18,,0.13,,,,,4.01,,,2.36,,3.19,1.53,5.08,25.25
3041,06-11-1984,5.47,1.16,,0.13,,,,,3.87,,,2.33,,3.1,1.48,5.06,24.89
3042,06-12-1984,5.51,1.17,,0.13,,,,,4.06,,,2.35,,3.12,1.48,5.03,24.95
3043,06-13-1984,5.51,1.18,,0.13,,,,,3.94,,,2.4,,3.2,1.47,5.03,24.92
3044,06-14-1984,5.48,1.18,,0.13,,,,,4.03,,,2.35,,3.21,1.45,5.03,24.06
3045,06-15-1984,5.48,1.18,,0.13,,,,,4.12,,,2.36,,3.16,1.42,4.86,23.76
3046,06-18-1984,5.55,1.2,,0.13,,,,,4.18,,,2.41,,3.23,1.45,4.91,24.3
3047,06-19-1984,5.57,1.21,,0.14,,,,,4.28,,,2.4,,3.23,1.51,4.98,24.54
3048,06-20-1984,5.63,1.23,,0.13,,,,,4.4,,,2.4,,3.25,1.53,5.11,25.82
3049,06-21-1984,5.57,1.24,,0.13,,,,,4.71,,,2.4,,3.23,1.53,5.05,25.28
3050,06-22-1984,5.63,1.24,,0.12,,,,,4.59,,,2.4,,3.25,1.53,5.03,25.13
3051,06-25-1984,5.57,1.24,,0.12,,,,,4.44,,,2.38,,3.22,1.53,5,25.19
3052,06-26-1984,5.55,1.2,,0.11,,,,,4.44,,,2.36,,3.23,1.48,4.98,24.86
3053,06-27-1984,5.46,1.18,,0.12,,,,,4.59,,,2.35,,3.22,1.45,4.97,24.63
3054,06-28-1984,5.48,1.2,,0.12,,,,,4.59,,,2.36,,3.23,1.47,5.03,25.13
3055,06-29-1984,5.46,1.2,,0.11,,,,,4.5,,,2.32,,3.25,1.44,5.09,25.25
3056,07-02-1984,5.47,1.19,,0.11,,,,,4.47,,,2.32,,3.26,1.48,5.09,25.28
3057,07-03-1984,5.5,1.2,,0.11,,,,,4.44,,,2.32,,3.29,1.48,5.08,25.58
3058,07-05-1984,5.44,1.2,,0.11,,,,,4.47,,,2.35,,3.26,1.47,5.08,25.4
3059,07-06-1984,5.4,1.2,,0.12,,,,,4.47,,,2.33,,3.25,1.48,5.09,25.25
3060,07-09-1984,5.42,1.22,,0.12,,,,,4.56,,,2.36,,3.26,1.5,5.13,25.61
3061,07-10-1984,5.38,1.22,,0.12,,,,,4.44,,,2.33,,3.25,1.52,5.09,25.58
3062,07-11-1984,5.2,1.21,,0.12,,,,,4.5,,,2.3,,3.29,1.47,5.06,25.13
3063,07-12-1984,5.13,1.21,,0.12,,,,,4.53,,,2.29,,3.31,1.43,5.05,24.92
3064,07-13-1984,5.26,1.22,,0.11,,,,,4.53,,,2.32,,3.32,1.41,5.08,25.13
3065,07-16-1984,5.27,1.24,,0.11,,,,,4.56,,,2.32,,3.31,1.44,5.14,25.61
3066,07-17-1984,5.22,1.24,,0.11,,,,,4.47,,,2.3,,3.33,1.46,5.16,25.82
3067,07-18-1984,5.17,1.22,,0.11,,,,,4.41,,,2.3,,3.3,1.46,5.13,25.67
3068,07-19-1984,5.08,1.22,,0.11,,,,,4.18,,,2.3,,3.27,1.42,5.14,25.55
3069,07-20-1984,5.11,1.22,,0.11,,,,,4.06,,,2.29,,3.28,1.41,5.13,25.43
3070,07-23-1984,5.12,1.2,,0.12,,,,,4,,,2.29,,3.26,1.39,5.14,25.34
3071,07-24-1984,5.04,1.2,,0.12,,,,,4.12,,,2.27,,3.28,1.34,5.14,25.16
3072,07-25-1984,5.14,1.21,,0.12,,,,,4.41,,,2.27,,3.37,1.39,5.17,25.58
3073,07-26-1984,5.24,1.22,,0.12,,,,,4.5,,,2.36,,3.35,1.44,5.17,25.85
3074,07-27-1984,5.34,1.26,,0.11,,,,,4.56,,,2.44,,3.34,1.35,5.06,26.03
3075,07-30-1984,5.37,1.23,,0.11,,,,,4.65,,,2.4,,3.24,1.29,4.91,25.88
3076,07-31-1984,5.46,1.24,,0.11,,,,,4.76,,,2.43,,3.26,1.32,4.8,26.45
3077,08-01-1984,5.55,1.26,,0.11,,,,,4.76,,,2.47,,3.32,1.32,4.88,26.95
3078,08-02-1984,5.68,1.27,,0.12,,,,,5.26,,,2.44,,3.38,1.36,4.75,27.43
3079,08-03-1984,5.9,1.31,,0.13,,,,,5.47,,,2.47,,3.44,1.41,4.89,28.71
3080,08-06-1984,5.87,1.32,,0.13,,,,,5.5,,,2.43,,3.46,1.41,4.95,29.07
3081,08-07-1984,5.99,1.33,,0.13,,,,,5.44,,,2.41,,3.49,1.41,4.95,28.98
3082,08-08-1984,5.9,1.3,,0.13,,,,,5.65,,,2.41,,3.4,1.37,5,28.33
3083,08-09-1984,6.04,1.32,,0.13,,,,,5.44,,,2.43,,3.4,1.41,5.14,29.31
3084,08-10-1984,6,1.3,,0.13,,,,,5.15,,,2.38,,3.44,1.38,5.16,28.89
3085,08-13-1984,6.02,1.29,,0.13,,,,,5.24,,,2.4,,3.45,1.35,5.16,29.19
3086,08-14-1984,6.03,1.27,,0.12,,,,,5.15,,,2.38,,3.4,1.38,5.13,28.95
3087,08-15-1984,5.9,1.27,,0.13,,,,,5.24,,,2.38,,3.34,1.38,5.16,29.13
3088,08-16-1984,6,1.27,,0.12,,,,,5.03,,,2.41,,3.36,1.38,5.16,29.4
3089,08-17-1984,5.96,1.27,,0.12,,,,,5.03,,,2.43,,3.37,1.38,5.17,29.37
3090,08-20-1984,5.98,1.27,,0.13,,,,,5.26,,,2.46,,3.43,1.44,5.22,29.43
3091,08-21-1984,6.08,1.29,,0.13,,,,,5.21,,,2.47,,3.49,1.44,5.31,30.06
3092,08-22-1984,5.95,1.28,,0.13,,,,,5.18,,,2.44,,3.46,1.47,5.34,29.67
3093,08-23-1984,6.04,1.27,,0.13,,,,,5.24,,,2.43,,3.52,1.5,5.31,29.85
3094,08-24-1984,6.04,1.27,,0.12,,,,,5.18,,,2.44,,3.5,1.5,5.34,30
3095,08-27-1984,5.95,1.27,,0.13,,,,,5.18,,,2.44,,3.47,1.47,5.38,29.79
3096,08-28-1984,5.98,1.28,,0.12,,,,,5,,,2.43,,3.5,1.46,5.41,29.94
3097,08-29-1984,5.92,1.28,,0.12,,,,,5.03,,,2.44,,3.48,1.45,5.44,29.67
3098,08-30-1984,5.89,1.29,,0.12,,,,,5,,,2.44,,3.49,1.45,5.41,29.52
3099,08-31-1984,5.89,1.29,,0.12,,,,,4.91,,,2.43,,3.47,1.47,5.38,29.55
3100,09-04-1984,5.79,1.29,,0.12,,,,,4.88,,,2.38,,3.44,1.5,5.36,29.25
3101,09-05-1984,5.85,1.28,,0.12,,,,,5,,,2.35,,3.41,1.55,5.41,29.22
3102,09-06-1984,5.89,1.3,,0.12,,,,,4.94,,,2.36,,3.45,1.55,5.47,29.46
3103,09-07-1984,5.79,1.29,,0.12,,,,,4.82,,,2.36,,3.44,1.55,5.44,29.04
3104,09-10-1984,5.82,1.26,,0.12,,,,,4.94,,,2.33,,3.4,1.55,5.52,29.31
3105,09-11-1984,5.9,1.26,,0.12,,,,,5.1,,,2.36,,3.37,1.55,5.52,29.13
3106,09-12-1984,5.94,1.27,,0.12,,,,,5.13,,,2.4,,3.39,1.56,5.56,29.34
3107,09-13-1984,6.12,1.3,,0.12,,,,,5.24,,,2.46,,3.51,1.56,5.61,30.12
3108,09-14-1984,6.08,1.31,,0.13,,,,,5.38,,,2.51,,3.54,1.55,5.59,30.27
3109,09-17-1984,6.12,1.31,,0.12,,,,,5.41,,,2.49,,3.5,1.54,5.56,30.48
3110,09-18-1984,6.08,1.31,,0.12,,,,,5.38,,,2.47,,3.44,1.52,5.53,30.24
3111,09-19-1984,5.86,1.29,,0.12,,,,,5.41,,,2.49,,3.42,1.51,5.56,30.06
3112,09-20-1984,5.79,1.29,,0.12,,,,,5.41,,,2.44,,3.46,1.48,5.56,30.09
3113,09-21-1984,5.74,1.27,,0.12,,,,,5.22,,,2.41,,3.37,1.48,5.45,29.67
3114,09-24-1984,5.81,1.28,,0.12,,,,,5.09,,,2.38,,3.42,1.48,5.45,29.55
3115,09-25-1984,5.79,1.29,,0.11,,,,,5.15,,,2.43,,3.5,1.5,5.56,29.61
3116,09-26-1984,5.78,1.31,,0.11,,,,,5.09,,,2.43,,3.5,1.49,5.61,29.76
3117,09-27-1984,5.85,1.31,,0.11,,,,,5.06,,,2.46,,3.51,1.48,5.63,30.06
3118,09-28-1984,5.79,1.31,,0.11,,,,,4.82,,,2.43,,3.47,1.48,5.59,29.67
3119,10-01-1984,5.74,1.31,,0.11,,,,,4.59,,,2.41,,3.46,1.48,5.59,29.28
3120,10-02-1984,5.64,1.3,,0.11,,,,,4.59,,,2.4,,3.47,1.48,5.61,29.07
3121,10-03-1984,5.63,1.29,,0.11,,,,,4.76,,,2.36,,3.48,1.54,5.58,28.95
3122,10-04-1984,5.63,1.29,,0.11,,,,,4.76,,,2.36,,3.47,1.57,5.61,29.1
3123,10-05-1984,5.6,1.29,,0.11,,,,,4.71,,,2.35,,3.34,1.62,5.61,28.95
3124,10-08-1984,5.59,1.28,,0.11,,,,,4.65,,,2.35,,3.33,1.59,5.63,28.92
3125,10-09-1984,5.6,1.26,,0.11,,,,,4.65,,,2.3,,3.33,1.55,5.61,28.86
3126,10-10-1984,5.69,1.27,,0.11,,,,,4.68,,,2.35,,3.35,1.56,5.64,29.1
3127,10-11-1984,5.73,1.27,,0.1,,,,,4.68,,,2.4,,3.33,1.56,5.66,28.71
3128,10-12-1984,5.79,1.27,,0.11,,,,,4.88,,,2.44,,3.34,1.58,5.64,29.1
3129,10-15-1984,5.87,1.3,,0.11,,,,,5.12,,,2.47,,3.33,1.55,5.66,29.25
3130,10-16-1984,5.82,1.32,,0.11,,,,,4.94,,,2.43,,3.36,1.59,5.59,28.95
3131,10-17-1984,5.87,1.31,,0.11,,,,,5.12,,,2.41,,3.38,1.58,5.34,29.1
3132,10-18-1984,6.02,1.35,,0.11,,,,,5.18,,,2.47,,3.44,1.59,5.31,30.09
3133,10-19-1984,6.08,1.35,,0.11,,,,,5.18,,,2.44,,3.54,1.6,5.19,29.85
3134,10-22-1984,6.02,1.35,,0.12,,,,,5.18,,,2.43,,3.57,1.59,5.16,30.09
3135,10-23-1984,5.95,1.35,,0.12,,,,,5.21,,,2.43,,3.57,1.54,5.2,30.24
3136,10-24-1984,5.98,1.35,,0.11,,,,,5.12,,,2.43,,3.62,1.49,5.28,30.27
3137,10-25-1984,5.96,1.36,,0.11,,,,,5.09,,,2.43,,3.59,1.47,5.33,29.88
3138,10-26-1984,5.9,1.35,,0.11,,,,,5.06,,,2.43,,3.54,1.48,5.41,29.64
3139,10-29-1984,5.89,1.36,,0.11,,,,,5.12,,,2.43,,3.56,1.45,5.39,29.76
3140,10-30-1984,6.05,1.37,,0.11,,,,,5.1,,,2.49,,3.64,1.49,5.5,30.27
3141,10-31-1984,5.98,1.36,,0.11,,,,,5.13,,,2.47,,3.6,1.47,5.47,29.76
3142,11-01-1984,5.98,1.37,,0.11,,,,,5.12,,,2.49,,3.61,1.54,5.55,30.03
3143,11-02-1984,5.95,1.36,,0.11,,,,,5.15,,,2.46,,3.64,1.57,5.47,30.06
3144,11-05-1984,5.99,1.36,,0.12,,,,,5.35,,,2.44,,3.63,1.57,5.52,30.27
3145,11-06-1984,6.08,1.36,,0.11,,,,,5.24,,,2.46,,3.7,1.59,5.61,30.45
3146,11-07-1984,6,1.35,,0.11,,,,,5.24,,,2.51,,3.66,1.59,5.59,30.03
3147,11-08-1984,6,1.35,,0.1,,,,,5.24,,,2.52,,3.63,1.59,5.55,29.82
3148,11-09-1984,6,1.34,,0.11,,,,,5.12,,,2.52,,3.57,1.56,5.47,29.43
3149,11-12-1984,6.02,1.34,,0.1,,,,,5.06,,,2.49,,3.57,1.55,5.47,29.61
3150,11-13-1984,5.91,1.33,,0.11,,,,,5.09,,,2.47,,3.5,1.55,5.42,29.31
3151,11-14-1984,5.94,1.33,,0.11,,,,,5.09,,,2.49,,3.57,1.53,5.47,29.4
3152,11-15-1984,5.96,1.32,,0.1,,,,,4.79,,,2.47,,3.62,1.52,5.48,29.31
3153,11-16-1984,5.86,1.3,,0.1,,,,,4.71,,,2.46,,3.53,1.52,5.44,29.01
3154,11-19-1984,5.85,1.3,,0.1,,,,,4.74,,,2.4,,3.55,1.59,5.41,28.65
3155,11-20-1984,5.91,1.33,,0.1,,,,,4.76,,,2.47,,3.6,1.61,5.48,28.95
3156,11-21-1984,6,1.32,,0.11,,,,,4.79,,,2.46,,3.6,1.61,5.48,28.89
3157,11-23-1984,5.98,1.33,,0.11,,,,,4.74,,,2.49,,3.7,1.57,5.48,29.28
3158,11-26-1984,5.9,1.33,,0.11,,,,,4.85,,,2.47,,3.66,1.56,5.39,29.34
3159,11-27-1984,5.96,1.31,,0.12,,,,,4.88,,,2.44,,3.64,1.57,5.44,29.79
3160,11-28-1984,5.86,1.3,,0.11,,,,,4.82,,,2.43,,3.56,1.57,5.36,29.4
3161,11-29-1984,5.83,1.29,,0.11,,,,,4.74,,,2.43,,3.61,1.53,5.36,29.13
3162,11-30-1984,5.76,1.29,,0.11,,,,,4.68,,,2.4,,3.58,1.53,5.41,29.07
3163,12-03-1984,5.73,1.29,,0.11,,,,,4.56,,,2.32,,3.62,1.53,5.42,28.65
3164,12-04-1984,5.73,1.29,,0.12,,,,,4.32,,,2.32,,3.61,1.55,5.44,28.71
3165,12-05-1984,5.68,1.28,,0.12,,,,,4.32,,,2.24,,3.58,1.55,5.41,28.15
3166,12-06-1984,5.6,1.28,,0.12,,,,,4.32,,,2.27,,3.58,1.55,5.42,28.3
3167,12-07-1984,5.59,1.26,,0.12,,,,,4.29,,,2.3,,3.56,1.54,5.47,27.97
3168,12-10-1984,5.66,1.27,,0.12,,,,,4.41,,,2.3,,3.63,1.55,5.59,28.15
3169,12-11-1984,5.72,1.27,,0.11,,,,,4.41,,,2.3,,3.64,1.52,5.52,28.45
3170,12-12-1984,5.69,1.27,,0.11,,,,,4.38,,,2.27,,3.66,1.55,5.48,28.36
3171,12-13-1984,5.72,1.27,,0.12,,,,,4.41,,,2.29,,3.61,1.55,5.39,28.12
3172,12-14-1984,5.69,1.29,,0.12,,,,,4.5,,,2.32,,3.63,1.54,5.42,28.36
3173,12-17-1984,5.72,1.3,,0.13,,,,,4.85,,,2.35,,3.59,1.53,5.47,28.42
3174,12-18-1984,5.89,1.33,,0.12,,,,,4.97,,,2.38,,3.65,1.54,5.61,29.4
3175,12-19-1984,5.9,1.33,,0.12,,,,,4.94,,,2.35,,3.63,1.54,5.42,29.37
3176,12-20-1984,5.83,1.32,,0.12,,,,,4.94,,,2.33,,3.61,1.54,5.5,29.22
3177,12-21-1984,5.86,1.3,,0.12,,,,,5.06,,,2.32,,3.5,1.53,5.48,29.55
3178,12-24-1984,5.94,1.3,,0.12,,,,,5.03,,,2.32,,3.5,1.53,5.56,29.67
3179,12-26-1984,5.9,1.29,,0.12,,,,,4.74,,,2.32,,3.52,1.51,5.56,29.55
3180,12-27-1984,5.87,1.29,,0.13,,,,,4.84,,,2.32,,3.53,1.52,5.55,29.4
3181,12-28-1984,5.87,1.3,,0.13,,,,,4.91,,,2.33,,3.52,1.55,5.59,29.49
3182,12-31-1984,5.89,1.3,,0.12,,,,,4.79,,,2.38,,3.54,1.55,5.63,29.4
3183,01-02-1985,5.82,1.29,,0.13,,,,,4.94,,,2.34,,3.49,1.53,5.56,28.89
3184,01-03-1985,5.85,1.3,,0.13,,,,,4.91,,,2.35,,3.47,1.51,5.56,28.65
3185,01-04-1985,5.82,1.3,,0.13,,,,,5,,,2.34,,3.47,1.51,5.53,28.6
3186,01-07-1985,5.89,1.31,,0.13,,,,,4.94,,,2.31,,3.52,1.52,5.58,28.74
3187,01-08-1985,5.9,1.31,,0.13,,,,,5.03,,,2.28,,3.54,1.52,5.58,28.6
3188,01-09-1985,5.96,1.33,,0.13,,,,,5.32,,,2.3,,3.5,1.51,5.59,28.74
3189,01-10-1985,6.11,1.34,,0.13,,,,,5.21,,,2.28,,3.48,1.56,5.66,29.55
3190,01-11-1985,6.03,1.34,,0.14,,,,,5.44,,,2.28,,3.46,1.54,5.63,29.31
3191,01-14-1985,6.18,1.33,,0.13,,,,,5.56,,,2.33,,3.5,1.55,5.7,29.79
3192,01-15-1985,6.16,1.33,,0.14,,,,,5.76,,,2.33,,3.5,1.54,5.7,29.76
3193,01-16-1985,6.13,1.32,,0.13,,,,,5.85,,,2.31,,3.56,1.53,5.77,29.58
3194,01-17-1985,6.2,1.29,,0.13,,,,,5.88,,,2.35,,3.54,1.53,5.75,29.52
3195,01-18-1985,6.29,1.3,,0.13,,,,,5.85,,,2.36,,3.44,1.52,5.83,29.64
3196,01-21-1985,6.59,1.32,,0.13,,,,,5.85,,,2.38,,3.51,1.53,6.02,30.62
3197,01-22-1985,6.51,1.32,,0.13,,,,,5.88,,,2.42,,3.55,1.57,6.03,30.95
3198,01-23-1985,6.68,1.32,,0.13,,,,,6.24,,,2.43,,3.56,1.63,6.02,31.64
3199,01-24-1985,6.59,1.31,,0.13,,,,,6.44,,,2.42,,3.46,1.6,5.88,31.79
3200,01-25-1985,6.63,1.3,,0.14,,,,,6.29,,,2.43,,3.41,1.59,5.75,31.82
3201,01-28-1985,6.6,1.29,,0.13,,,,,6.21,,,2.38,,3.41,1.57,5.72,32.15
3202,01-29-1985,6.74,1.28,,0.13,,,,,6.29,,,2.41,,3.54,1.59,5.86,32.71
3203,01-30-1985,6.64,1.26,,0.13,,,,,6.35,,,2.42,,3.51,1.56,5.97,32.62
3204,01-31-1985,6.64,1.25,,0.13,,,,,6.32,,,2.4,,3.49,1.54,6,32.57
3205,02-01-1985,6.54,1.25,,0.13,,,,,6.47,,,2.38,,3.45,1.53,6.05,32.39
3206,02-04-1985,6.65,1.27,,0.13,,,,,6.65,,,2.42,,3.48,1.53,5.97,32.86
3207,02-05-1985,6.59,1.28,,0.13,,,,,6.74,,,2.45,,3.44,1.55,5.91,32.59
3208,02-06-1985,6.57,1.27,,0.13,,,,,6.74,,,2.42,,3.46,1.55,5.81,32.33
3209,02-07-1985,6.69,1.28,,0.13,,,,,6.74,,,2.5,,3.47,1.56,5.84,32.74
3210,02-08-1985,6.66,1.29,,0.14,,,,,6.68,,,2.61,,3.48,1.56,5.97,32.77
3211,02-11-1985,6.56,1.28,,0.13,,,,,6.66,,,2.59,,3.47,1.55,5.91,31.88
3212,02-12-1985,6.57,1.27,,0.13,,,,,6.71,,,2.62,,3.47,1.55,5.92,31.46
3213,02-13-1985,6.73,1.27,,0.12,,,,,6.76,,,2.66,,3.53,1.56,5.98,31.94
3214,02-14-1985,6.6,1.28,,0.13,,,,,6.71,,,2.65,,3.53,1.56,5.97,31.52
3215,02-15-1985,6.56,1.29,,0.12,,,,,6.56,,,2.67,,3.5,1.55,5.92,31.37
3216,02-19-1985,6.6,1.29,,0.12,,,,,6.59,,,2.7,,3.52,1.49,5.91,31.49
3217,02-20-1985,6.6,1.29,,0.12,,,,,6.53,,,2.66,,3.49,1.48,5.8,31.94
3218,02-21-1985,6.52,1.29,,0.12,,,,,6.47,,,2.66,,3.51,1.45,5.78,31.94
3219,02-22-1985,6.48,1.29,,0.12,,,,,6.32,,,2.66,,3.54,1.45,5.8,31.73
3220,02-25-1985,6.48,1.31,,0.12,,,,,6.38,,,2.63,,3.57,1.47,5.91,31.97
3221,02-26-1985,6.69,1.32,,0.11,,,,,6.5,,,2.71,,3.57,1.48,5.97,32.12
3222,02-27-1985,6.64,1.32,,0.11,,,,,6.71,,,2.66,,3.54,1.49,6,31.79
3223,02-28-1985,6.61,1.33,,0.11,,,,,6.94,,,2.66,,3.53,1.48,5.94,32
3224,03-01-1985,6.66,1.36,,0.11,,,,,7.15,,,2.7,,3.54,1.47,6.03,32.45
3225,03-04-1985,6.61,1.38,,0.12,,,,,7.29,,,2.66,,3.54,1.45,6.08,32.24
3226,03-05-1985,6.65,1.37,,0.11,,,,,7.06,,,2.72,,3.56,1.48,6.16,32.24
3227,03-06-1985,6.59,1.36,,0.1,,,,,6.88,,,2.68,,3.5,1.5,6.05,31.73
3228,03-07-1985,6.52,1.37,,0.1,,,,,6.94,,,2.67,,3.45,1.48,6.08,31.07
3229,03-08-1985,6.5,1.38,,0.1,,,,,6.88,,,2.66,,3.5,1.45,6.03,30.95
3230,03-11-1985,6.51,1.37,,0.1,,,,,6.79,,,2.67,,3.53,1.47,6.11,31.4
3231,03-12-1985,6.51,1.36,,0.1,,,,,6.53,,,2.71,,3.52,1.47,6.25,31.49
3232,03-13-1985,6.44,1.35,,0.1,,,,,6.65,,,2.68,,3.51,1.44,6.16,31.04
3233,03-14-1985,6.43,1.35,,0.1,,,,,6.75,,,2.7,,3.47,1.47,6.14,30.77
3234,03-15-1985,6.37,1.33,,0.1,,,,,6.66,,,2.68,,3.44,1.48,6.08,30.71
3235,03-18-1985,6.33,1.33,,0.1,,,,,6.88,,,2.7,,3.44,1.46,6.09,30.65
3236,03-19-1985,6.54,1.36,,0.1,,,,,6.88,,,2.8,,3.48,1.5,6.14,31.16
3237,03-20-1985,6.48,1.38,,0.1,,,,,6.88,,,2.93,,3.48,1.53,6.19,30.89
3238,03-21-1985,6.44,1.4,,0.1,,,,,6.62,,,2.88,,3.5,1.55,6.22,30.74
3239,03-22-1985,6.43,1.39,,0.1,,,,,6.35,,,2.87,,3.49,1.52,6.17,30.51
3240,03-25-1985,6.34,1.4,,0.1,,,,,6.54,,,2.83,,3.5,1.52,6.25,29.73
3241,03-26-1985,6.21,1.41,,0.1,,,,,6.65,,,2.85,,3.47,1.53,6.31,29.94
3242,03-27-1985,6.24,1.44,,0.1,,,,,6.65,,,2.96,,3.46,1.53,6.25,30.18
3243,03-28-1985,6.15,1.45,,0.1,,,,,6.82,,,3.01,,3.41,1.55,6.22,30.24
3244,03-29-1985,6.15,1.46,,0.1,,,,,7,,,3.03,,3.44,1.55,6.28,30.33
3245,04-01-1985,6.22,1.46,,0.09,,,,,6.97,,,2.99,,3.37,1.53,6.28,30.6
3246,04-02-1985,6.26,1.45,,0.09,,,,,6.74,,,2.94,,3.4,1.5,6.2,30.51
3247,04-03-1985,6.28,1.44,,0.09,,,,,6.49,,,2.97,,3.33,1.49,6.22,30.21
3248,04-04-1985,6.26,1.43,,0.09,,,,,6.5,,,3.02,,3.33,1.51,6.25,30.33
3249,04-08-1985,6.18,1.42,,0.09,,,,,6.47,,,2.97,,3.31,1.48,6.27,29.58
3250,04-09-1985,6.17,1.44,,0.09,,,,,6.59,,,2.93,,3.29,1.48,6.31,29.76
3251,04-10-1985,6.15,1.44,,0.1,,,,,6.68,,,2.94,,3.25,1.5,6.34,30.06
3252,04-11-1985,6.18,1.44,,0.09,,,,,6.68,,,2.96,,3.25,1.56,6.36,30.33
3253,04-12-1985,6.2,1.44,,0.1,,,,,6.71,,,2.97,,3.25,1.56,6.38,30.57
3254,04-15-1985,6.17,1.44,,0.1,,,,,6.62,,,2.95,,3.23,1.55,6.42,30.86
3255,04-16-1985,6.16,1.45,,0.1,,,,,6.65,,,2.93,,3.3,1.55,6.47,30.98
3256,04-17-1985,6.16,1.46,,0.1,,,,,6.74,,,2.95,,3.3,1.56,6.63,30.95
3257,04-18-1985,6.13,1.46,,0.1,,,,,6.74,,,2.91,,3.27,1.56,6.61,30.45
3258,04-19-1985,6.12,1.49,,0.1,,,,,6.74,,,2.89,,3.27,1.57,6.73,30.48
3259,04-22-1985,6.15,1.49,,0.1,,,,,6.82,,,2.88,,3.28,1.59,6.59,30.51
3260,04-23-1985,6.34,1.46,,0.1,,,,,6.71,,,2.99,,3.26,1.6,6.55,30.8
3261,04-24-1985,6.3,1.44,,0.1,,,,,6.71,,,2.93,,3.25,1.59,6.48,30.71
3262,04-25-1985,6.29,1.42,,0.1,,,,,6.68,,,2.92,,3.28,1.59,6.59,30.77
3263,04-26-1985,6.25,1.44,,0.09,,,,,6.74,,,2.96,,3.23,1.61,6.48,30.36
3264,04-29-1985,6.15,1.42,,0.09,,,,,6.65,,,2.99,,3.22,1.58,6.44,30.15
3265,04-30-1985,6.15,1.43,,0.09,,,,,6.21,,,3,,3.23,1.57,6.44,30.21
3266,05-01-1985,6.05,1.4,,0.09,,,,,6.38,,,2.95,,3.23,1.56,6.48,30
3267,05-02-1985,6.05,1.39,,0.09,,,,,6.44,,,2.94,,3.21,1.55,6.5,29.94
3268,05-03-1985,6.09,1.38,,0.09,,,,,6.24,,,2.96,,3.25,1.54,6.47,29.85
3269,05-06-1985,6.09,1.38,,0.09,,,,,6.26,,,2.93,,3.23,1.55,6.53,29.79
3270,05-07-1985,6.18,1.42,,0.09,,,,,6.37,,,2.95,,3.23,1.55,6.39,30.03
3271,05-08-1985,6.15,1.4,,0.09,,,,,6.62,,,2.94,,3.18,1.53,6.28,30.36
3272,05-09-1985,6.17,1.4,,0.09,,,,,6.91,,,2.98,,3.15,1.55,6.25,30.54
3273,05-10-1985,6.29,1.39,,0.09,,,,,6.94,,,3.01,,3.16,1.54,6.25,31.07
3274,05-13-1985,6.25,1.39,,0.09,,,,,6.88,,,3,,3.15,1.54,6.31,31.1
3275,05-14-1985,6.12,1.4,,0.09,,,,,6.94,,,2.99,,3.16,1.54,6.33,30.57
3276,05-15-1985,6.17,1.42,,0.1,,,,,6.91,,,3.01,,3.23,1.58,6.34,30.68
3277,05-16-1985,6.13,1.43,,0.1,,,,,6.94,,,3,,3.23,1.56,6.44,30.8
3278,05-17-1985,6.21,1.45,,0.1,,,,,7.15,,,2.99,,3.21,1.56,6.52,31.22
3279,05-20-1985,6.39,1.45,,0.09,,,,,7.06,,,3.1,,3.23,1.55,6.55,31.76
3280,05-21-1985,6.37,1.43,,0.09,,,,,7.12,,,3.14,,3.26,1.55,6.59,31.76
3281,05-22-1985,6.38,1.42,,0.09,,,,,6.91,,,3.12,,3.29,1.52,6.59,31.61
3282,05-23-1985,6.29,1.4,,0.08,,,,,6.94,,,3.11,,3.2,1.51,6.66,31.37
3283,05-24-1985,6.29,1.41,,0.08,,,,,6.94,,,3.16,,3.3,1.52,6.72,31.25
3284,05-28-1985,6.3,1.39,,0.08,,,,,7.03,,,3.14,,3.31,1.52,6.67,31.13
3285,05-29-1985,6.29,1.39,,0.08,,,,,6.91,,,3.16,,3.35,1.54,6.66,30.98
3286,05-30-1985,6.28,1.39,,0.08,,,,,7,,,3.16,,3.35,1.58,6.69,30.57
3287,05-31-1985,6.3,1.42,,0.07,,,,,7.06,,,3.24,,3.34,1.59,6.75,30.71
3288,06-03-1985,6.34,1.42,,0.08,,,,,7.06,,,3.26,,3.31,1.58,6.58,30.83
3289,06-04-1985,6.46,1.47,,0.08,,,,,7.21,,,3.3,,3.29,1.63,6.59,30.98
