id,Date,GE,KO,GOOGL,AAPL,MSFT,AMZN,NVDA,AVGO,COST,META,NFLX,PEP,TSLA,PG,CL,XOM,IBM
0,06-05-1972,3.59,1.37,,,,,,,,,,1.57,,3.04,1.43,2.25,18.84
1,06-06-1972,3.6,1.36,,,,,,,,,,1.57,,3.09,1.44,2.23,18.77
2,06-07-1972,3.52,1.35,,,,,,,,,,1.55,,3.1,1.44,2.23,18.88
3,06-08-1972,3.46,1.35,,,,,,,,,,1.55,,3.07,1.47,2.23,18.76
4,06-09-1972,3.41,1.35,,,,,,,,,,1.55,,3.03,1.49,2.22,18.67
5,06-12-1972,3.45,1.33,,,,,,,,,,1.55,,3.03,1.51,2.25,18.52
6,06-13-1972,3.44,1.33,,,,,,,,,,1.57,,3,1.56,2.28,18.76
7,06-14-1972,3.44,1.35,,,,,,,,,,1.58,,3,1.57,2.33,19.1
8,06-15-1972,3.46,1.35,,,,,,,,,,1.58,,3.01,1.55,2.31,18.98
9,06-16-1972,3.44,1.35,,,,,,,,,,1.58,,3,1.51,2.31,19.04
10,06-19-1972,3.43,1.36,,,,,,,,,,1.57,,2.98,1.51,2.33,18.94
11,06-20-1972,3.46,1.37,,,,,,,,,,1.57,,3.02,1.52,2.34,18.96
12,06-21-1972,3.53,1.39,,,,,,,,,,1.57,,2.98,1.54,2.35,18.98
13,06-22-1972,3.53,1.39,,,,,,,,,,1.58,,2.99,1.54,2.34,18.9
14,06-23-1972,3.49,1.39,,,,,,,,,,1.6,,3,1.51,2.33,18.86
15,06-26-1972,3.47,1.39,,,,,,,,,,1.58,,3,1.52,2.31,18.74
16,06-27-1972,3.46,1.39,,,,,,,,,,1.57,,2.99,1.53,2.3,18.74
17,06-28-1972,3.44,1.39,,,,,,,,,,1.57,,2.94,1.5,2.3,18.66
18,06-29-1972,3.42,1.39,,,,,,,,,,1.57,,2.93,1.52,2.32,18.7
19,06-30-1972,3.42,1.39,,,,,,,,,,1.55,,2.89,1.54,2.32,18.72
20,07-03-1972,3.44,1.4,,,,,,,,,,1.55,,2.92,1.56,2.32,18.87
21,07-04-1972,3.44,1.4,,,,,,,,,,1.55,,2.92,1.56,2.32,18.87
22,07-05-1972,3.46,1.41,,,,,,,,,,1.55,,2.96,1.6,2.33,19.1
23,07-06-1972,3.47,1.44,,,,,,,,,,1.57,,3,1.61,2.34,19.28
24,07-07-1972,3.46,1.42,,,,,,,,,,1.55,,3.04,1.65,2.33,19.3
25,07-10-1972,3.4,1.42,,,,,,,,,,1.55,,3.02,1.64,2.31,19.06
26,07-11-1972,3.41,1.42,,,,,,,,,,1.55,,3.03,1.61,2.3,18.96
27,07-12-1972,3.37,1.41,,,,,,,,,,1.57,,3.05,1.62,2.33,18.9
28,07-13-1972,3.33,1.41,,,,,,,,,,1.57,,3.03,1.62,2.33,18.71
29,07-14-1972,3.36,1.41,,,,,,,,,,1.63,,3.02,1.61,2.34,18.78
30,07-17-1972,3.34,1.42,,,,,,,,,,1.61,,2.92,1.6,2.34,18.53
31,07-18-1972,3.32,1.42,,,,,,,,,,1.6,,2.92,1.58,2.36,18.56
32,07-19-1972,3.27,1.41,,,,,,,,,,1.58,,2.98,1.58,2.35,18.63
33,07-20-1972,3.25,1.42,,,,,,,,,,1.57,,2.93,1.63,2.37,18.66
34,07-21-1972,3.33,1.43,,,,,,,,,,1.57,,2.95,1.65,2.39,18.94
35,07-24-1972,3.38,1.45,,,,,,,,,,1.57,,2.97,1.72,2.43,19.04
36,07-25-1972,3.34,1.47,,,,,,,,,,1.58,,3.02,1.76,2.34,19.01
37,07-26-1972,3.3,1.47,,,,,,,,,,1.58,,3.04,1.74,2.34,18.84
38,07-27-1972,3.27,1.51,,,,,,,,,,1.65,,3.04,1.76,2.36,18.96
39,07-28-1972,3.29,1.5,,,,,,,,,,1.61,,3.01,1.77,2.38,19.01
40,07-31-1972,3.27,1.48,,,,,,,,,,1.61,,2.99,1.79,2.38,19.14
41,08-01-1972,3.27,1.53,,,,,,,,,,1.63,,2.98,1.78,2.36,19.58
42,08-02-1972,3.31,1.52,,,,,,,,,,1.65,,3.03,1.81,2.39,19.54
43,08-03-1972,3.36,1.51,,,,,,,,,,1.63,,3.08,1.79,2.41,19.83
44,08-04-1972,3.4,1.48,,,,,,,,,,1.63,,3.07,1.73,2.4,19.87
45,08-07-1972,3.46,1.48,,,,,,,,,,1.63,,3.08,1.7,2.39,19.95
46,08-08-1972,3.52,1.48,,,,,,,,,,1.61,,3.06,1.69,2.38,19.98
47,08-09-1972,3.57,1.49,,,,,,,,,,1.61,,3.01,1.7,2.34,20.23
48,08-10-1972,3.57,1.51,,,,,,,,,,1.61,,3.03,1.7,2.36,20.23
49,08-11-1972,3.58,1.52,,,,,,,,,,1.63,,3.06,1.69,2.43,20.32
50,08-14-1972,3.6,1.51,,,,,,,,,,1.63,,3.13,1.72,2.45,20.29
51,08-15-1972,3.61,1.5,,,,,,,,,,1.63,,3.15,1.7,2.45,20.07
52,08-16-1972,3.61,1.51,,,,,,,,,,1.63,,3.09,1.63,2.44,19.87
53,08-17-1972,3.48,1.51,,,,,,,,,,1.63,,3.06,1.65,2.46,19.74
54,08-18-1972,3.5,1.52,,,,,,,,,,1.63,,3.07,1.65,2.49,19.66
55,08-21-1972,3.47,1.51,,,,,,,,,,1.63,,3.03,1.65,2.49,19.6
56,08-22-1972,3.48,1.51,,,,,,,,,,1.63,,3.04,1.69,2.54,19.72
57,08-23-1972,3.43,1.51,,,,,,,,,,1.63,,2.97,1.67,2.51,19.72
58,08-24-1972,3.37,1.5,,,,,,,,,,1.61,,2.97,1.67,2.48,19.45
59,08-25-1972,3.4,1.46,,,,,,,,,,1.61,,2.97,1.7,2.46,19.39
60,08-28-1972,3.4,1.45,,,,,,,,,,1.61,,2.97,1.7,2.48,19.3
61,08-29-1972,3.46,1.47,,,,,,,,,,1.63,,2.99,1.7,2.47,19.52
62,08-30-1972,3.47,1.47,,,,,,,,,,1.61,,3,1.74,2.5,19.48
63,08-31-1972,3.46,1.47,,,,,,,,,,1.6,,3,1.76,2.54,19.51
64,09-01-1972,3.49,1.48,,,,,,,,,,1.61,,3.06,1.76,2.54,19.4
65,09-04-1972,3.49,1.48,,,,,,,,,,1.61,,3.06,1.76,2.54,19.4
66,09-05-1972,3.47,1.47,,,,,,,,,,1.6,,3.07,1.76,2.54,19.33
67,09-06-1972,3.46,1.46,,,,,,,,,,1.6,,3.04,1.73,2.54,19.16
68,09-07-1972,3.47,1.46,,,,,,,,,,1.58,,3.05,1.69,2.53,19.08
69,09-08-1972,3.47,1.44,,,,,,,,,,1.57,,3.04,1.71,2.54,19.04
70,09-11-1972,3.46,1.43,,,,,,,,,,1.57,,3.02,1.67,2.5,18.94
71,09-12-1972,3.4,1.4,,,,,,,,,,1.57,,2.98,1.61,2.47,18.86
72,09-13-1972,3.38,1.41,,,,,,,,,,1.57,,2.99,1.63,2.5,19.01
73,09-14-1972,3.38,1.41,,,,,,,,,,1.57,,3.02,1.67,2.49,19.08
74,09-15-1972,3.36,1.39,,,,,,,,,,1.54,,3.04,1.66,2.51,19
75,09-18-1972,3.38,1.37,,,,,,,,,,1.52,,3.02,1.64,2.5,18.92
76,09-19-1972,3.36,1.38,,,,,,,,,,1.5,,3.02,1.69,2.5,18.96
77,09-20-1972,3.38,1.38,,,,,,,,,,1.5,,3.02,1.66,2.48,19.13
78,09-21-1972,3.38,1.4,,,,,,,,,,1.5,,2.99,1.66,2.47,19.08
79,09-22-1972,3.36,1.41,,,,,,,,,,1.47,,3,1.64,2.45,19.02
80,09-25-1972,3.34,1.4,,,,,,,,,,1.44,,2.97,1.63,2.45,19.02
81,09-26-1972,3.31,1.42,,,,,,,,,,1.46,,2.99,1.65,2.47,19.01
82,09-27-1972,3.42,1.44,,,,,,,,,,1.52,,3,1.67,2.49,19.44
83,09-28-1972,3.45,1.47,,,,,,,,,,1.54,,3,1.7,2.52,19.3
84,09-29-1972,3.45,1.47,,,,,,,,,,1.55,,3.04,1.71,2.54,19.42
85,10-02-1972,3.38,1.45,,,,,,,,,,1.52,,3.07,1.69,2.55,19.36
86,10-03-1972,3.39,1.46,,,,,,,,,,1.5,,3.04,1.7,2.59,19.42
87,10-04-1972,3.4,1.45,,,,,,,,,,1.52,,3.02,1.69,2.61,19.26
88,10-05-1972,3.37,1.43,,,,,,,,,,1.52,,3.01,1.66,2.59,18.86
89,10-06-1972,3.35,1.44,,,,,,,,,,1.54,,3.03,1.67,2.59,19.18
90,10-09-1972,3.36,1.45,,,,,,,,,,1.54,,3.04,1.69,2.6,19.12
91,10-10-1972,3.39,1.47,,,,,,,,,,1.54,,3.1,1.68,2.6,18.82
92,10-11-1972,3.31,1.46,,,,,,,,,,1.52,,3.1,1.67,2.59,18.66
93,10-12-1972,3.29,1.44,,,,,,,,,,1.5,,3.05,1.66,2.59,18.36
94,10-13-1972,3.25,1.42,,,,,,,,,,1.49,,3,1.66,2.58,18.1
95,10-16-1972,3.24,1.42,,,,,,,,,,1.47,,3.01,1.65,2.55,17.41
96,10-17-1972,3.24,1.41,,,,,,,,,,1.47,,3.01,1.67,2.59,17.69
97,10-18-1972,3.25,1.42,,,,,,,,,,1.5,,3.05,1.66,2.62,18.1
98,10-19-1972,3.22,1.42,,,,,,,,,,1.5,,3.07,1.66,2.62,18.08
99,10-20-1972,3.33,1.44,,,,,,,,,,1.5,,3.08,1.69,2.63,18.48
100,10-23-1972,3.35,1.47,,,,,,,,,,1.52,,3.1,1.71,2.63,18.65
101,10-24-1972,3.36,1.48,,,,,,,,,,1.54,,3.06,1.74,2.64,18.59
102,10-25-1972,3.34,1.48,,,,,,,,,,1.57,,3.05,1.74,2.65,18.32
103,10-26-1972,3.32,1.49,,,,,,,,,,1.57,,3.09,1.73,2.64,18.03
104,10-27-1972,3.27,1.49,,,,,,,,,,1.55,,3.12,1.7,2.63,18.09
105,10-30-1972,3.27,1.51,,,,,,,,,,1.54,,3.17,1.73,2.58,18.14
106,10-31-1972,3.32,1.5,,,,,,,,,,1.55,,3.26,1.77,2.61,18.41
107,11-01-1972,3.35,1.49,,,,,,,,,,1.55,,3.37,1.81,2.66,18.6
108,11-02-1972,3.39,1.47,,,,,,,,,,1.55,,3.34,1.81,2.64,18.68
109,11-03-1972,3.42,1.49,,,,,,,,,,1.58,,3.43,1.88,2.66,18.52
110,11-06-1972,3.4,1.5,,,,,,,,,,1.58,,3.45,1.87,2.68,18.2
111,11-07-1972,3.4,1.5,,,,,,,,,,1.58,,3.45,1.87,2.68,18.2
112,11-08-1972,3.42,1.48,,,,,,,,,,1.58,,3.39,1.88,2.68,17.98
113,11-09-1972,3.38,1.47,,,,,,,,,,1.58,,3.46,1.88,2.66,17.75
114,11-10-1972,3.36,1.47,,,,,,,,,,1.58,,3.45,1.85,2.68,17.78
115,11-13-1972,3.35,1.46,,,,,,,,,,1.58,,3.41,1.84,2.7,17.99
116,11-14-1972,3.4,1.48,,,,,,,,,,1.61,,3.4,1.85,2.71,18.53
117,11-15-1972,3.48,1.49,,,,,,,,,,1.6,,3.37,1.86,2.73,18.35
118,11-16-1972,3.51,1.5,,,,,,,,,,1.61,,3.38,1.87,2.74,18.39
119,11-17-1972,3.5,1.5,,,,,,,,,,1.66,,3.34,1.86,2.75,18.34
120,11-20-1972,3.48,1.5,,,,,,,,,,1.66,,3.33,1.87,2.72,18.39
121,11-21-1972,3.49,1.5,,,,,,,,,,1.63,,3.34,1.87,2.73,18.5
122,11-22-1972,3.51,1.5,,,,,,,,,,1.63,,3.41,1.87,2.77,18.82
123,11-23-1972,3.51,1.5,,,,,,,,,,1.63,,3.41,1.87,2.77,18.82
124,11-24-1972,3.54,1.5,,,,,,,,,,1.63,,3.41,1.86,2.79,18.58
125,11-27-1972,3.51,1.49,,,,,,,,,,1.65,,3.38,1.86,2.77,18.41
126,11-28-1972,3.53,1.5,,,,,,,,,,1.63,,3.37,1.85,2.73,18.26
127,11-29-1972,3.52,1.5,,,,,,,,,,1.63,,3.32,1.85,2.72,18.48
128,11-30-1972,3.53,1.49,,,,,,,,,,1.61,,3.35,1.82,2.73,18.68
129,12-01-1972,3.57,1.49,,,,,,,,,,1.61,,3.37,1.81,2.76,19.01
130,12-04-1972,3.62,1.51,,,,,,,,,,1.61,,3.4,1.85,2.74,19.13
131,12-05-1972,3.62,1.52,,,,,,,,,,1.63,,3.36,1.88,2.74,19.01
132,12-06-1972,3.62,1.52,,,,,,,,,,1.65,,3.4,1.88,2.75,18.96
133,12-07-1972,3.62,1.54,,,,,,,,,,1.66,,3.4,1.94,2.77,18.95
134,12-08-1972,3.62,1.53,,,,,,,,,,1.66,,3.36,1.96,2.77,19.25
135,12-11-1972,3.64,1.53,,,,,,,,,,1.65,,3.37,1.92,2.74,19.3
136,12-12-1972,3.62,1.55,,,,,,,,,,1.65,,3.4,1.96,2.74,19.06
137,12-13-1972,3.61,1.55,,,,,,,,,,1.63,,3.37,1.96,2.74,18.92
138,12-14-1972,3.56,1.55,,,,,,,,,,1.63,,3.36,1.93,2.72,18.89
139,12-15-1972,3.57,1.54,,,,,,,,,,1.63,,3.4,1.93,2.72,19.01
140,12-18-1972,3.55,1.54,,,,,,,,,,1.63,,3.38,1.92,2.7,18.84
141,12-19-1972,3.55,1.52,,,,,,,,,,1.61,,3.38,1.92,2.68,18.63
142,12-20-1972,3.56,1.51,,,,,,,,,,1.6,,3.33,1.92,2.66,18.6
143,12-21-1972,3.55,1.51,,,,,,,,,,1.57,,3.34,1.91,2.66,18.41
144,12-22-1972,3.59,1.52,,,,,,,,,,1.58,,3.37,1.91,2.69,18.65
145,12-25-1972,3.59,1.52,,,,,,,,,,1.58,,3.37,1.91,2.69,18.65
146,12-26-1972,3.64,1.51,,,,,,,,,,1.57,,3.42,1.94,2.71,18.71
147,12-27-1972,3.68,1.52,,,,,,,,,,1.58,,3.4,1.93,2.71,19.06
148,12-29-1972,3.79,1.55,,,,,,,,,,1.61,,3.46,1.96,2.73,19.2
149,01-01-1973,3.79,1.55,,,,,,,,,,1.61,,3.46,1.96,2.73,19.2
150,01-02-1973,3.84,1.53,,,,,,,,,,1.63,,3.45,1.97,2.75,19.54
151,01-03-1973,3.87,1.54,,,,,,,,,,1.61,,3.61,1.98,2.79,19.54
152,01-04-1973,3.79,1.56,,,,,,,,,,1.6,,3.54,2.04,2.8,19.66
153,01-05-1973,3.82,1.55,,,,,,,,,,1.58,,3.53,2.02,2.81,20
154,01-08-1973,3.84,1.54,,,,,,,,,,1.58,,3.54,2.03,2.82,20
155,01-09-1973,3.79,1.54,,,,,,,,,,1.57,,3.54,2.05,2.82,19.94
156,01-10-1973,3.82,1.51,,,,,,,,,,1.57,,3.53,2.06,2.82,19.66
157,01-11-1973,3.83,1.54,,,,,,,,,,1.57,,3.56,2.07,2.85,19.83
158,01-12-1973,3.75,1.53,,,,,,,,,,1.6,,3.59,2.05,2.89,20.06
159,01-15-1973,3.74,1.51,,,,,,,,,,1.58,,3.61,2.05,2.85,20.22
160,01-16-1973,3.77,1.51,,,,,,,,,,1.58,,3.6,2.02,2.84,20.18
161,01-17-1973,3.75,1.53,,,,,,,,,,1.61,,3.63,2.01,2.85,20.25
162,01-18-1973,3.74,1.53,,,,,,,,,,1.63,,3.68,2.01,2.88,20.48
163,01-19-1973,3.71,1.51,,,,,,,,,,1.61,,3.69,1.99,2.92,20.97
164,01-22-1973,3.64,1.52,,,,,,,,,,1.61,,3.64,1.95,2.93,20.83
165,01-23-1973,3.64,1.53,,,,,,,,,,1.61,,3.68,1.92,2.91,21.22
166,01-24-1973,3.56,1.53,,,,,,,,,,1.6,,3.62,1.92,2.91,20.83
167,01-26-1973,3.63,1.51,,,,,,,,,,1.57,,3.46,1.94,2.91,20.91
168,01-29-1973,3.62,1.5,,,,,,,,,,1.54,,3.4,1.93,2.92,21.09
169,01-30-1973,3.61,1.51,,,,,,,,,,1.54,,3.34,1.94,2.94,20.97
170,01-31-1973,3.64,1.52,,,,,,,,,,1.55,,3.37,1.94,2.96,20.8
171,02-01-1973,3.56,1.5,,,,,,,,,,1.54,,3.39,1.94,2.97,20.49
172,02-02-1973,3.57,1.5,,,,,,,,,,1.54,,3.41,1.94,2.96,20.53
173,02-05-1973,3.59,1.5,,,,,,,,,,1.54,,3.38,1.96,2.93,20.54
174,02-06-1973,3.58,1.49,,,,,,,,,,1.55,,3.4,1.96,2.89,20.91
175,02-07-1973,3.48,1.49,,,,,,,,,,1.54,,3.38,1.94,2.83,20.95
176,02-08-1973,3.51,1.49,,,,,,,,,,1.55,,3.38,1.95,2.86,20.89
177,02-09-1973,3.6,1.51,,,,,,,,,,1.55,,3.4,1.96,2.91,21.3
178,02-12-1973,3.62,1.53,,,,,,,,,,1.55,,3.44,2.04,2.91,21.42
179,02-13-1973,3.7,1.53,,,,,,,,,,1.55,,3.48,2.04,2.84,21.54
180,02-14-1973,3.62,1.52,,,,,,,,,,1.54,,3.42,2.01,2.77,21.28
181,02-15-1973,3.63,1.51,,,,,,,,,,1.55,,3.35,2.02,2.75,21.09
182,02-16-1973,3.64,1.51,,,,,,,,,,1.57,,3.36,2.04,2.77,21.07
183,02-19-1973,3.64,1.51,,,,,,,,,,1.57,,3.36,2.04,2.77,21.07
184,02-20-1973,3.63,1.51,,,,,,,,,,1.57,,3.33,2.05,2.8,21.35
185,02-21-1973,3.56,1.5,,,,,,,,,,1.55,,3.31,2.03,2.8,21.19
186,02-22-1973,3.53,1.49,,,,,,,,,,1.55,,3.27,2,2.8,21.21
187,02-23-1973,3.44,1.49,,,,,,,,,,1.55,,3.25,1.95,2.8,20.71
188,02-26-1973,3.45,1.47,,,,,,,,,,1.55,,3.28,1.92,2.8,20.59
189,02-27-1973,3.46,1.43,,,,,,,,,,1.54,,3.32,1.92,2.78,20.2
190,02-28-1973,3.48,1.46,,,,,,,,,,1.54,,3.31,1.96,2.8,20.61
191,03-01-1973,3.44,1.46,,,,,,,,,,1.54,,3.25,1.96,2.8,20.39
192,03-02-1973,3.47,1.49,,,,,,,,,,1.54,,3.33,1.93,2.8,21.11
193,03-05-1973,3.49,1.51,,,,,,,,,,1.55,,3.4,1.88,2.8,20.95
194,03-06-1973,3.52,1.54,,,,,,,,,,1.57,,3.44,1.88,2.84,20.89
195,03-07-1973,3.55,1.55,,,,,,,,,,1.58,,3.46,1.91,2.8,21.07
196,03-08-1973,3.55,1.56,,,,,,,,,,1.6,,3.48,1.93,2.83,21.04
197,03-09-1973,3.56,1.54,,,,,,,,,,1.61,,3.42,1.98,2.8,20.99
198,03-12-1973,3.53,1.54,,,,,,,,,,1.6,,3.43,1.97,2.83,21.13
199,03-13-1973,3.53,1.55,,,,,,,,,,1.61,,3.44,2.01,2.87,21.24
200,03-14-1973,3.53,1.56,,,,,,,,,,1.65,,3.45,2.03,2.9,21.43
201,03-15-1973,3.51,1.54,,,,,,,,,,1.63,,3.47,2.02,2.86,21.21
202,03-16-1973,3.47,1.53,,,,,,,,,,1.63,,3.44,1.99,2.84,21.19
203,03-19-1973,3.39,1.52,,,,,,,,,,1.63,,3.41,1.98,2.83,20.92
204,03-20-1973,3.42,1.52,,,,,,,,,,1.61,,3.35,1.99,2.86,20.91
205,03-21-1973,3.33,1.5,,,,,,,,,,1.6,,3.28,2.01,2.84,20.56
206,03-22-1973,3.31,1.47,,,,,,,,,,1.55,,3.23,1.94,2.81,20.32
207,03-23-1973,3.28,1.46,,,,,,,,,,1.54,,3.28,1.95,2.81,20.44
208,03-26-1973,3.29,1.44,,,,,,,,,,1.52,,3.26,1.96,2.83,20.66
209,03-27-1973,3.33,1.45,,,,,,,,,,1.54,,3.33,1.98,2.89,20.89
210,03-28-1973,3.36,1.46,,,,,,,,,,1.54,,3.26,1.99,2.92,20.75
211,03-29-1973,3.39,1.45,,,,,,,,,,1.58,,3.21,1.99,2.98,20.95
212,03-30-1973,3.35,1.46,,,,,,,,,,1.55,,3.13,2,2.95,20.61
213,04-02-1973,3.26,1.44,,,,,,,,,,1.54,,2.93,1.98,2.95,20.44
214,04-03-1973,3.24,1.43,,,,,,,,,,1.54,,2.92,1.92,2.96,20.26
215,04-04-1973,3.16,1.44,,,,,,,,,,1.5,,3,1.9,2.97,20.2
216,04-05-1973,3.2,1.44,,,,,,,,,,1.54,,3.05,1.98,2.95,20.2
217,04-06-1973,3.21,1.46,,,,,,,,,,1.54,,3.04,1.97,2.97,20.23
218,04-09-1973,3.27,1.48,,,,,,,,,,1.54,,3.07,2.01,3,20.51
219,04-10-1973,3.33,1.5,,,,,,,,,,1.57,,3.12,2.05,3.05,20.74
220,04-11-1973,3.35,1.49,,,,,,,,,,1.55,,3.11,2.03,3.16,20.55
221,04-12-1973,3.34,1.51,,,,,,,,,,1.54,,3.13,2.01,3.13,20.65
222,04-13-1973,3.34,1.51,,,,,,,,,,1.54,,3.1,2.01,3.07,20.53
223,04-16-1973,3.32,1.49,,,,,,,,,,1.52,,3.14,1.97,3.05,20.31
224,04-17-1973,3.32,1.49,,,,,,,,,,1.52,,3.14,1.96,3.06,20.3
225,04-18-1973,3.31,1.5,,,,,,,,,,1.5,,3.19,1.92,3.13,20.63
226,04-19-1973,3.33,1.5,,,,,,,,,,1.57,,3.26,1.97,3.15,20.49
227,04-23-1973,3.31,1.49,,,,,,,,,,1.57,,3.17,2.02,3.16,20.32
228,04-24-1973,3.27,1.42,,,,,,,,,,1.58,,3.1,1.97,3.2,19.83
229,04-25-1973,3.12,1.41,,,,,,,,,,1.58,,3.07,1.97,3.22,19.46
230,04-26-1973,3.16,1.45,,,,,,,,,,1.58,,3.1,2.01,3.11,19.57
231,04-27-1973,3.14,1.45,,,,,,,,,,1.55,,3.09,1.94,3.05,19.36
232,04-30-1973,3.08,1.44,,,,,,,,,,1.55,,3.09,1.98,3.01,19.48
233,05-01-1973,3.11,1.42,,,,,,,,,,1.55,,3.09,1.96,2.99,19.63
234,05-02-1973,3.11,1.42,,,,,,,,,,1.54,,3.15,2,3.03,19.84
235,05-03-1973,3.12,1.44,,,,,,,,,,1.55,,3.18,2.01,3.09,20.25
236,05-04-1973,3.22,1.44,,,,,,,,,,1.55,,3.17,2,3.11,20.14
237,05-07-1973,3.2,1.41,,,,,,,,,,1.57,,3.15,1.99,3.12,19.92
238,05-08-1973,3.21,1.42,,,,,,,,,,1.57,,3.14,1.99,3.07,20.16
239,05-09-1973,3.22,1.42,,,,,,,,,,1.55,,3.17,1.98,2.96,19.77
240,05-10-1973,3.17,1.42,,,,,,,,,,1.55,,3.15,1.98,2.97,19.6
241,05-11-1973,3.11,1.4,,,,,,,,,,1.54,,3.12,1.98,2.95,19.37
242,05-14-1973,3.03,1.38,,,,,,,,,,1.5,,3.11,1.95,2.88,18.92
243,05-15-1973,3.07,1.4,,,,,,,,,,1.52,,3.12,1.96,2.93,19.1
244,05-16-1973,3.06,1.4,,,,,,,,,,1.52,,3.12,1.96,2.94,19.1
245,05-17-1973,3,1.39,,,,,,,,,,1.52,,3.1,1.94,2.96,18.96
246,05-18-1973,2.92,1.39,,,,,,,,,,1.52,,3.09,1.91,2.95,18.58
247,05-21-1973,2.92,1.38,,,,,,,,,,1.54,,3.02,1.88,2.94,18.47
248,05-22-1973,2.94,1.4,,,,,,,,,,1.54,,3.04,1.89,2.93,18.63
249,05-23-1973,2.96,1.41,,,,,,,,,,1.54,,3.07,1.88,2.93,18.62
250,05-24-1973,3.09,1.46,,,,,,,,,,1.57,,3.1,1.83,3.02,19.13
251,05-25-1973,3.11,1.47,,,,,,,,,,1.55,,3.12,1.84,3.02,19.48
252,05-29-1973,3.12,1.48,,,,,,,,,,1.55,,3.09,1.84,3.01,19.31
253,05-30-1973,3.11,1.49,,,,,,,,,,1.54,,3.06,1.82,2.94,19.04
254,05-31-1973,3.09,1.47,,,,,,,,,,1.54,,3.02,1.79,2.94,18.79
255,06-01-1973,3.02,1.43,,,,,,,,,,1.54,,3.04,1.74,2.92,18.51
256,06-04-1973,3.02,1.42,,,,,,,,,,1.49,,3,1.66,2.92,18.49
257,06-05-1973,3.1,1.44,,,,,,,,,,1.49,,3.09,1.62,2.96,18.92
258,06-06-1973,3.09,1.45,,,,,,,,,,1.47,,3.12,1.54,2.97,18.8
259,06-07-1973,3.16,1.48,,,,,,,,,,1.49,,3.21,1.6,3.02,19.22
260,06-08-1973,3.16,1.49,,,,,,,,,,1.52,,3.24,1.72,3.07,19.36
261,06-11-1973,3.12,1.47,,,,,,,,,,1.49,,3.24,1.73,3.07,19.28
262,06-12-1973,3.18,1.49,,,,,,,,,,1.55,,3.31,1.8,3.11,19.66
263,06-13-1973,3.12,1.51,,,,,,,,,,1.55,,3.26,1.77,3.02,19.67
264,06-14-1973,3.06,1.52,,,,,,,,,,1.54,,3.25,1.73,3,19.16
265,06-15-1973,3.01,1.51,,,,,,,,,,1.52,,3.17,1.63,2.98,19
266,06-18-1973,2.98,1.49,,,,,,,,,,1.49,,3.16,1.64,2.95,18.75
267,06-19-1973,3,1.47,,,,,,,,,,1.47,,3.21,1.73,2.97,18.98
268,06-20-1973,3.01,1.49,,,,,,,,,,1.47,,3.23,1.79,2.98,19.19
269,06-21-1973,2.97,1.47,,,,,,,,,,1.49,,3.21,1.76,2.94,18.83
270,06-22-1973,2.97,1.48,,,,,,,,,,1.49,,3.19,1.76,2.97,18.91
271,06-25-1973,2.92,1.44,,,,,,,,,,1.49,,3.1,1.66,2.98,18.43
272,06-26-1973,2.96,1.46,,,,,,,,,,1.5,,3.16,1.69,3.01,18.67
273,06-27-1973,2.96,1.49,,,,,,,,,,1.52,,3.14,1.7,3.05,18.7
274,06-28-1973,3.01,1.48,,,,,,,,,,1.52,,3.2,1.73,3.09,19.09
275,06-29-1973,2.98,1.49,,,,,,,,,,1.52,,3.23,1.75,3.08,18.92
276,07-02-1973,2.95,1.48,,,,,,,,,,1.5,,3.19,1.7,3.07,18.22
277,07-03-1973,2.94,1.45,,,,,,,,,,1.5,,3.12,1.66,3.04,17.82
278,07-05-1973,2.94,1.44,,,,,,,,,,1.47,,3.12,1.69,3.05,17.91
279,07-06-1973,2.94,1.44,,,,,,,,,,1.47,,3.07,1.69,3.02,17.92
280,07-09-1973,2.94,1.47,,,,,,,,,,1.47,,3.1,1.73,3.01,18.24
281,07-10-1973,2.96,1.47,,,,,,,,,,1.47,,3.17,1.73,2.98,18.75
282,07-11-1973,3.11,1.51,,,,,,,,,,1.49,,3.29,1.85,2.98,19.1
283,07-12-1973,3.07,1.49,,,,,,,,,,1.5,,3.26,1.96,2.97,18.73
284,07-13-1973,3.01,1.49,,,,,,,,,,1.49,,3.26,1.91,2.9,18.51
285,07-16-1973,3.06,1.52,,,,,,,,,,1.52,,3.3,1.98,2.93,19.04
286,07-17-1973,3.09,1.5,,,,,,,,,,1.55,,3.28,2.01,2.93,18.51
287,07-18-1973,3.17,1.48,,,,,,,,,,1.57,,3.33,2.02,2.9,18.76
288,07-19-1973,3.21,1.49,,,,,,,,,,1.55,,3.3,2,2.84,18.8
289,07-20-1973,3.2,1.5,,,,,,,,,,1.5,,3.3,2.05,2.88,18.8
290,07-23-1973,3.25,1.49,,,,,,,,,,1.52,,3.33,2.08,2.91,18.67
291,07-24-1973,3.23,1.49,,,,,,,,,,1.55,,3.38,2.08,2.98,18.61
292,07-25-1973,3.31,1.5,,,,,,,,,,1.55,,3.52,2.13,2.98,19.04
293,07-26-1973,3.31,1.51,,,,,,,,,,1.55,,3.5,2.13,3.03,19.03
294,07-27-1973,3.33,1.49,,,,,,,,,,1.57,,3.5,2.15,3.04,18.98
295,07-30-1973,3.34,1.51,,,,,,,,,,1.6,,3.46,2.16,3.04,19.15
296,07-31-1973,3.26,1.5,,,,,,,,,,1.58,,3.51,2.17,2.99,18.77
